  -4.6900000e+01   4.6081952e-04
  -4.6700000e+01   7.1604270e-03
  -4.6500000e+01   1.5478824e-02
  -4.6300000e+01   2.0446057e-02
  -4.6100000e+01   2.3826122e-02
  -4.5900000e+01   2.7811422e-02
  -4.5700000e+01   3.0828783e-02
  -4.5500000e+01   3.2246879e-02
  -4.5300000e+01   3.4220506e-02
  -4.5100000e+01   3.7031257e-02
  -4.4900000e+01   3.9189483e-02
  -4.4700000e+01   4.2461311e-02
  -4.4500000e+01   4.6914389e-02
  -4.4300000e+01   4.9747269e-02
  -4.4100000e+01   5.1315841e-02
  -4.3900000e+01   5.4485495e-02
  -4.3700000e+01   5.7560887e-02
  -4.3500000e+01   5.8529821e-02
  -4.3300000e+01   5.8734780e-02
  -4.3100000e+01   5.9935402e-02
  -4.2900000e+01   6.2683662e-02
  -4.2700000e+01   6.4789187e-02
  -4.2500000e+01   6.9212451e-02
  -4.2300000e+01   7.4800052e-02
  -4.2100000e+01   7.8175112e-02
  -4.1900000e+01   8.0952526e-02
  -4.1700000e+01   8.3371032e-02
  -4.1500000e+01   8.6170033e-02
  -4.1300000e+01   8.9749974e-02
  -4.1100000e+01   9.2809049e-02
  -4.0900000e+01   9.4514824e-02
  -4.0700000e+01   9.7741211e-02
  -4.0500000e+01   1.0202594e-01
  -4.0300000e+01   1.0590517e-01
  -4.0100000e+01   1.1101874e-01
  -3.9900000e+01   1.1656654e-01
  -3.9700000e+01   1.2189665e-01
  -3.9500000e+01   1.2661564e-01
  -3.9300000e+01   1.3056628e-01
  -3.9100000e+01   1.3556862e-01
  -3.8900000e+01   1.4153224e-01
  -3.8700000e+01   1.4806083e-01
  -3.8500000e+01   1.5535072e-01
  -3.8300000e+01   1.6077237e-01
  -3.8100000e+01   1.6364585e-01
  -3.7900000e+01   1.6679686e-01
  -3.7700000e+01   1.7001079e-01
  -3.7500000e+01   1.7456310e-01
  -3.7300000e+01   1.8213590e-01
  -3.7100000e+01   1.8917025e-01
  -3.6900000e+01   1.9391089e-01
  -3.6700000e+01   1.9816498e-01
  -3.6500000e+01   2.0386967e-01
  -3.6300000e+01   2.1109152e-01
  -3.6100000e+01   2.1761497e-01
  -3.5900000e+01   2.2204726e-01
  -3.5700000e+01   2.2645000e-01
  -3.5500000e+01   2.3226524e-01
  -3.5300000e+01   2.3840815e-01
  -3.5100000e+01   2.4501867e-01
  -3.4900000e+01   2.5178250e-01
  -3.4700000e+01   2.5828054e-01
  -3.4500000e+01   2.6616791e-01
  -3.4300000e+01   2.7407428e-01
  -3.4100000e+01   2.8046233e-01
  -3.3900000e+01   2.8756903e-01
  -3.3700000e+01   2.9456155e-01
  -3.3500000e+01   3.0116700e-01
  -3.3300000e+01   3.0895392e-01
  -3.3100000e+01   3.1759167e-01
  -3.2900000e+01   3.2698438e-01
  -3.2700000e+01   3.3626752e-01
  -3.2500000e+01   3.4507635e-01
  -3.2300000e+01   3.5275141e-01
  -3.2100000e+01   3.6003064e-01
  -3.1900000e+01   3.6813285e-01
  -3.1700000e+01   3.7689361e-01
  -3.1500000e+01   3.8573557e-01
  -3.1300000e+01   3.9528425e-01
  -3.1100000e+01   4.0513889e-01
  -3.0900000e+01   4.1391226e-01
  -3.0700000e+01   4.2233649e-01
  -3.0500000e+01   4.3083801e-01
  -3.0300000e+01   4.4135195e-01
  -3.0100000e+01   4.5367718e-01
  -2.9900000e+01   4.6458105e-01
  -2.9700000e+01   4.7394865e-01
  -2.9500000e+01   4.8425205e-01
  -2.9300000e+01   4.9621098e-01
  -2.9100000e+01   5.0906570e-01
  -2.8900000e+01   5.2209766e-01
  -2.8700000e+01   5.3410125e-01
  -2.8500000e+01   5.4579406e-01
  -2.8300000e+01   5.5835653e-01
  -2.8100000e+01   5.6875808e-01
  -2.7900000e+01   5.7843106e-01
  -2.7700000e+01   5.9062180e-01
  -2.7500000e+01   6.0335513e-01
  -2.7300000e+01   6.1524745e-01
  -2.7100000e+01   6.2748004e-01
  -2.6900000e+01   6.4073046e-01
  -2.6700000e+01   6.5444574e-01
  -2.6500000e+01   6.7040457e-01
  -2.6300000e+01   6.8774652e-01
  -2.6100000e+01   7.0391895e-01
  -2.5900000e+01   7.2089595e-01
  -2.5700000e+01   7.3919562e-01
  -2.5500000e+01   7.5679044e-01
  -2.5300000e+01   7.7480482e-01
  -2.5100000e+01   7.9525055e-01
  -2.4900000e+01   8.1646725e-01
  -2.4700000e+01   8.3678185e-01
  -2.4500000e+01   8.5710001e-01
  -2.4300000e+01   8.7647156e-01
  -2.4100000e+01   8.9495573e-01
  -2.3900000e+01   9.1366940e-01
  -2.3700000e+01   9.3274632e-01
  -2.3500000e+01   9.5093167e-01
  -2.3300000e+01   9.6903738e-01
  -2.3100000e+01   9.8701536e-01
  -2.2900000e+01   1.0038600e+00
  -2.2700000e+01   1.0200573e+00
  -2.2500000e+01   1.0363556e+00
  -2.2300000e+01   1.0528405e+00
  -2.2100000e+01   1.0700949e+00
  -2.1900000e+01   1.0907062e+00
  -2.1700000e+01   1.1146266e+00
  -2.1500000e+01   1.1368066e+00
  -2.1300000e+01   1.1537915e+00
  -2.1100000e+01   1.1672204e+00
  -2.0900000e+01   1.1784138e+00
  -2.0700000e+01   1.1888088e+00
  -2.0500000e+01   1.1985690e+00
  -2.0300000e+01   1.2066998e+00
  -2.0100000e+01   1.2155109e+00
  -1.9900000e+01   1.2267476e+00
  -1.9700000e+01   1.2386320e+00
  -1.9500000e+01   1.2514160e+00
  -1.9300000e+01   1.2640047e+00
  -1.9100000e+01   1.2760253e+00
  -1.8900000e+01   1.2891604e+00
  -1.8700000e+01   1.3033408e+00
  -1.8500000e+01   1.3165619e+00
  -1.8300000e+01   1.3262313e+00
  -1.8100000e+01   1.3321574e+00
  -1.7900000e+01   1.3361740e+00
  -1.7700000e+01   1.3392096e+00
  -1.7500000e+01   1.3421964e+00
  -1.7300000e+01   1.3468657e+00
  -1.7100000e+01   1.3529066e+00
  -1.6900000e+01   1.3592732e+00
  -1.6700000e+01   1.3659838e+00
  -1.6500000e+01   1.3751245e+00
  -1.6300000e+01   1.3876713e+00
  -1.6100000e+01   1.4013253e+00
  -1.5900000e+01   1.4153011e+00
  -1.5700000e+01   1.4297199e+00
  -1.5500000e+01   1.4440185e+00
  -1.5300000e+01   1.4579480e+00
  -1.5100000e+01   1.4717334e+00
  -1.4900000e+01   1.4858686e+00
  -1.4700000e+01   1.4991365e+00
  -1.4500000e+01   1.5126965e+00
  -1.4300000e+01   1.5271635e+00
  -1.4100000e+01   1.5407390e+00
  -1.3900000e+01   1.5536372e+00
  -1.3700000e+01   1.5671849e+00
  -1.3500000e+01   1.5817625e+00
  -1.3300000e+01   1.5974384e+00
  -1.3100000e+01   1.6133413e+00
  -1.2900000e+01   1.6273551e+00
  -1.2700000e+01   1.6411940e+00
  -1.2500000e+01   1.6561598e+00
  -1.2300000e+01   1.6725535e+00
  -1.2100000e+01   1.6892233e+00
  -1.1900000e+01   1.7004676e+00
  -1.1700000e+01   1.7059008e+00
  -1.1500000e+01   1.7089466e+00
  -1.1300000e+01   1.7100378e+00
  -1.1100000e+01   1.7154195e+00
  -1.0900000e+01   1.7328813e+00
  -1.0700000e+01   1.7652742e+00
  -1.0500000e+01   1.8086577e+00
  -1.0300000e+01   1.8510397e+00
  -1.0100000e+01   1.8789131e+00
  -9.9000000e+00   1.8866789e+00
  -9.7000000e+00   1.8824160e+00
  -9.5000000e+00   1.8761146e+00
  -9.3000000e+00   1.8709066e+00
  -9.1000000e+00   1.8644481e+00
  -8.9000000e+00   1.8571441e+00
  -8.7000000e+00   1.8588086e+00
  -8.5000000e+00   1.8834008e+00
  -8.3000000e+00   1.9353143e+00
  -8.1000000e+00   1.9989286e+00
  -7.9000000e+00   2.0501711e+00
  -7.7000000e+00   2.0786182e+00
  -7.5000000e+00   2.0941122e+00
  -7.3000000e+00   2.1170070e+00
  -7.1000000e+00   2.1629725e+00
  -6.9000000e+00   2.2368121e+00
  -6.7000000e+00   2.3382393e+00
  -6.5000000e+00   2.4704407e+00
  -6.3000000e+00   2.6425737e+00
  -6.1000000e+00   2.8593352e+00
  -5.9000000e+00   3.1012118e+00
  -5.7000000e+00   3.3323259e+00
  -5.5000000e+00   3.5160243e+00
  -5.3000000e+00   3.6398832e+00
  -5.1000000e+00   3.7517278e+00
  -4.9000000e+00   3.9222479e+00
  -4.7000000e+00   4.1820733e+00
  -4.5000000e+00   4.5071937e+00
  -4.3000000e+00   4.8546257e+00
  -4.1000000e+00   5.2098389e+00
  -3.9000000e+00   5.5748946e+00
  -3.7000000e+00   5.9385852e+00
  -3.5000000e+00   6.2824368e+00
  -3.3000000e+00   6.6104783e+00
  -3.1000000e+00   6.9525134e+00
  -2.9000000e+00   7.3273868e+00
  -2.7000000e+00   7.7252432e+00
  -2.5000000e+00   8.1119996e+00
  -2.3000000e+00   8.4486670e+00
  -2.1000000e+00   8.7218394e+00
  -1.9000000e+00   8.9429806e+00
  -1.7000000e+00   9.1303843e+00
  -1.5000000e+00   9.3065500e+00
  -1.3000000e+00   9.4979285e+00
  -1.1000000e+00   9.7355774e+00
  -9.0000000e-01   1.0038892e+01
  -7.0000000e-01   1.0397358e+01
  -5.0000000e-01   1.0769825e+01
  -3.0000000e-01   1.1091166e+01
  -1.0000000e-01   1.1303039e+01
   1.0000000e-01   1.1394105e+01
   3.0000000e-01   1.1399240e+01
   5.0000000e-01   1.1353911e+01
   7.0000000e-01   1.1272778e+01
   9.0000000e-01   1.1159004e+01
   1.1000000e+00   1.1015583e+01
   1.3000000e+00   1.0854973e+01
   1.5000000e+00   1.0691450e+01
   1.7000000e+00   1.0527166e+01
   1.9000000e+00   1.0351617e+01
